filename,text,position,color,font,size,length,fileLength
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"Een belangrijke keuze die moet worden gemaakt is hoe/waar de naam van elke file of subdirectory wordt opgeslagen. In Figuur (a) wordt de naam opgeslagen als deel van de entry. In Figuur (b) worden de namen apart opgeslagen in een heap. Versie (a) heeft als nadeel dat directory entries een variabele grootte hebben, en er dus fragmentatie kan ontstaan binnen het directory-bestand. Versie (b) heeft dan weer als nadeel dat er een heap moet beheerd worden. 34",12426,,Calibri,12,452,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.4 File systems,12435,,Montserrat,6,16,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Implementatie van links,12436,,Montserrat,19,23,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,De meeste file systems ondersteunen links,12438,#f5a44d,Montserrat,10,41,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Bij een hard link worden datablokken of inodes gedeeld,12440,#f5a44d,Montserrat,10,54,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Een soft link heeft een eigen datablok of inode,12442,#f5a44d,Montserrat,10,47,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Een link is een bestand dat verwijst naar - of gekoppeld is aan - een ander bestand. Links bestaan in twee vormen:,12443,,Calibri,12,113,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,• Een hard link is een koppeling die wordt gecreëerd door dezelfde datablokken of,12445,,Arial,12,81,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,inodes in meerdere directory entries in te schrijven. Deze entries blijven onafhankelijk maar delen wel dezelfde data.,12446,,Calibri,12,117,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,• Een soft link (ook gekend als symbolic link of snelkoppeling) heeft een eigen,12448,,Arial,12,79,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"datablok of inode. Dit soort link is een bestand waarvan de inhoud bestaat uit een verwijzing naar een ander bestand. Soft links zijn flexibeler dan hard links omdat ze ook werken tussen verschillende bestandssystemen, terwijl hard links enkel mogelijk zijn binnen hetzelfde bestandssysteem. Een nadeel van soft links is dan weer dat ze kunnen leiden tot dangling pointers. Een dangling pointer is een soft link die verwijst naar een bestand dat niet meer bestaat. 35",12449,,Calibri,12,460,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.4 File systems,12459,,Montserrat,6,16,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Implementatie van links,12460,,Montserrat,19,23,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,In dit voorbeeld delen my-hard-link en myfile.txt dezelfde inode. my-soft-link verwijst rechtstreeks naar het bestand myfile.txt. 36,12890,,Calibri,12,130,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.4 File systems,12895,,Montserrat,6,16,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Journaling,12896,,Montserrat,19,10,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Een crash tijdens een schrijfbewerking kan leiden tot corrupte of verloren data,12898,,Montserrat,10,78,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Het bijhouden van een journal (logboek van bewerkingen) kan hier tegen beschermen,12901,,Montserrat,10,80,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"Wanneer het bestandssysteem of besturingssysteem crasht tijdens een schrijfbewerking, dan kan er data corrupt worden of verloren gaan. Een schrijfbewerking kan namelijk uit verschillende stappen bestaan, die allemaal moeten uitgevoerd worden. Zo komt het verwijderen van een file neer op: 1. Verwijder de directory entry voor deze file. 2. Verwijder de inode voor deze file. 3. Markeer de datablokken van deze file als vrije ruimte. Het onderbreken van deze stappen kan het bestandssysteem in een ongeldige toestand brengen. Door het bijhouden van een journal (logboek van bewerkingen) kan het bestandssysteem zichzelf herstellen na een crash. 37",12903,,Calibri,12,635,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.4 File systems,12917,,Montserrat,6,16,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Journaling,12918,,Montserrat,19,10,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"Een bestandssysteem met journaling werkt als volgt: 1. Elke uit te voeren bewerking wordt eerst neergeschreven in het logboek. 2. Vervolgens wordt de bewerking zelf uitgevoerd. 3. Tenslotte wordt in het logboek de bewerking gemarkeerd als voltooid. Wanneer het bestandssysteem of besturingssysteem crasht tijdens de uitvoering van de bewerking, dan kan het bestandssysteem deze crash detecteren omdat er een nog-niet-voltooide bewerking in het logboek staat. Vervolgens kan het bestandssysteem de onvoltooide bewerking alsnog voltooien op basis van de informatie in het logboek. 38",13734,,Calibri,12,572,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.4 File systems,13746,,Montserrat,6,16,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Virtual file systems,13747,,Montserrat,19,20,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Op Windows krijgt elk bestandssysteem een drive letter,13749,#f5a44d,Montserrat,10,54,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"toegewezen (C, D, ...)",13750,,Montserrat,10,22,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Linux en Mac hebben een virtual file system dat alle,13752,#f5a44d,Montserrat,10,52,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,bestandssystemen presenteert als één hiërarchische structuur,13753,,Montserrat,10,60,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"Zoals je al weet, is er een belangrijk verschil in hoe Windows, Linux, en Mac omgaan met bestandssystemen. Op Windows krijgt elk bestandssysteem een drive letter toegewezen. Zo spreek je bvb. over het bestand C:\Users\hogent\file.txt, dat zich bevindt op “de C schijf” (het bestandssysteem van deze schijf). Op Linux en Mac daarentegen is er een virtual file system. Deze systemen brengen alle actieve bestandssystemen samen onder één hiërachische structuur. Voor de gebruiker lijkt het alsof er slechts één bestandssysteem is. 39",13754,,Calibri,12,522,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.4 File systems,13765,,Montserrat,6,16,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Virtual file systems,13766,,Montserrat,19,20,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Deze afbeelding toont aan hoe een virtual file system werkt:,15466,,Calibri,12,60,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,• Processen gebruiken de algemene functies van het besturingssysteem om het,15467,,Arial,12,75,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,virtual file system aan te spreken. Deze functies (op de figuur aangeduid als POSIX) zijn dus niet gebonden aan een specifiek file system.,15468,,Calibri,12,137,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,• Het virtual file systeem vertaalt deze algemene functieoproepen naar oproepen,15470,,Arial,12,79,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"voor de drivers van elk file system. Een virtual file system verbergt dus de verschillen tussen de file systems. Processen zien slechts één bestandsstructuur, die op een uniforme manier kan worden bewerkt. 40",15471,,Calibri,12,205,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.4 File systems,15477,,Montserrat,6,16,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Virtual file systems,15478,,Montserrat,19,20,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Deze afbeelding toont nogmaals aan hoe een virtual file system werkt:,16430,,Calibri,12,69,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,• Processen gebruiken de algemene functies van het besturingssysteem om het,16431,,Arial,12,75,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,virtual file system aan te spreken. Deze functies (op de figuur: pijl tussen User process en Linux VFS) zijn dus niet gebonden aan een specifiek file system.,16432,,Calibri,12,156,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,• Het virtual file systeem vertaalt deze algemene functieoproepen naar oproepen,16434,,Arial,12,79,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"voor de drivers van elk file system. Een virtual file system verbergt dus de verschillen tussen de file systems. Processen zien slechts één bestandsstructuur, die op een uniforme manier kan worden bewerkt. 41",16435,,Calibri,12,205,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.4 File systems,16441,,Montserrat,6,16,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Virtual file systems,16442,,Montserrat,19,20,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Het inladen van een bestandssysteem binnen de VFS-hiërarchie,16444,,Montserrat,10,60,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,heet een mount bewerking,16445,#f5a44d,Montserrat,10,24,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Het uitladen van een bestandssysteem heet een unmount,16447,#f5a44d,Montserrat,10,53,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Bij het mounten geef je aan in welke map van de VFS-hiërarchie je de root directory van het bestandssysteem wil inladen,16449,,Montserrat,10,118,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Twee belangrijke bewerkingen bij een virtual file system zijn:,16451,,Calibri,12,62,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,• mount: het inladen van de root directory van een bestandssysteem in een,16452,,Arial,12,73,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,directory van de virtuele hiërarchie. Zo kan je bvb. kiezen om de root directory van een USB-stick in te laden in de map /media/usb. Vanaf dan verwijst deze map naar het bestandssysteem van de USB-stick.,16453,,Calibri,12,201,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,• unmount: de omgekeerde bewerking. Een reeds ingeladen bestandssysteem terug,16456,,Arial,12,77,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,loskoppelen van het virtuele bestandssysteem. 42,16457,,Calibri,12,47,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.5 Partities,16630,,Montserrat,25,12,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.5 Partities,16635,,Montserrat,6,13,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Partities,16636,,Montserrat,19,9,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Een fysiek opslagmedium kan zijn capaciteit onderverdelen in,16638,,Montserrat,10,60,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,partities,16639,#f5a44d,Montserrat,10,9,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Elke partitie heeft een eigen bestandssysteem,16641,,Montserrat,10,45,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"Het opslagmedium voorziet dan ook een partitietabel, bvb:",16643,#f5a44d,Montserrat,10,57,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Master Boot Record (MBR),16645,,Montserrat,8,24,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,GUID Partition Table (GPT),16647,,Montserrat,8,26,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Deze tabel bevat informatie over de partities en hun bestandssystemen,16649,,Montserrat,10,68,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Een fysiek opslagmedium (zoals een harde schijf) kan zijn capaciteit onderverdelen in partities. Elke partitie heeft dan een eigen bestandssysteem. Een opslagmedium met partities moet ook een partitietabel voorzien. Deze tabel beschrijft de partities en hun bestandssystemen. Twee systemen die hiervoor worden gebruikt zijn een Master Boot Record (MBR) of een GUID Partition Table (GPT). 44,16651,,Calibri,12,385,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.5 Partities,16659,,Montserrat,6,13,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,MBR vs GPT,16660,,Montserrat,19,10,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"MBR: 1983 (DOS 2.0), belangrijke beperkingen:",16662,#f5a44d,Montserrat,10,45,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Maximum grootte schijf: 2TB,16664,#f5a44d,Montserrat,8,27,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Maximum 4 primaire partities,16666,#f5a44d,Montserrat,8,28,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Workaround: Extended partitie maken die logische partities bevat,16668,,Montserrat,7,63,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,GPT (1998): opvolger voor MBR,16671,,Montserrat,12,29,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Elke partitie heeft (unieke) GUID,16673,,Montserrat,8,33,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Ondersteuning voor schijven > 2TB,16675,,Montserrat,8,33,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Theoretisch onbeperkt aantal partities (Windows max. 128),16677,#f5a44d,Montserrat,8,57,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Boot support voor Windows enkel op 64-bit systemen met UEFI.,16679,#f5a44d,Montserrat,8,60,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Boot support voor Linux ook op BIOS firmware.,16681,#f5a44d,Montserrat,8,45,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"We kunnen dus een schijf partitioneren met behulp van de Master Boot Record (MBR) of een GUID Partition Table (GPT). Elke methode heeft zijn voor- en nadelen. MBR is de oude manier van werken, en bestaat al sinds 1983 (geïntroduceerd als deel van PC DOS 2.0). Bij MBR wordt een speciale boot sector gebruikt aan het begin van de schijf om de partitietabel op te slaan. MBR heeft echter 2 belangrijke beperkignen: je kan MBR enkel gebruiken bij schijven van maximum 2 TB in grootte (terwijl er vandaag al veel schijven van 4, 6, 8 of meer TB te verkrijgen zijn), en je kan maximum 4 (primaire) partities hebben op 1 schijf. Dit laatste kan je wel omzeilen door gebruik te maken van extended partities, dit zijn een soort van virtuele partitie waarin je meerdere logische partities kan maken – zie ook de screenshot op de slide – maar dit maakt het schijfbeheer uiteraard onnodig complex. GPT is de opvolger van MBR, en is een onderdeel van UEFI. GPT biedt ondersteuning voor schijven groter dan 2TB, en binnen GPT kan je in theorie een bijna onbeperkt aantal partities hebben (maar in Windows is het aantal partities wel beperkt tot 128). Bij GPT krijgt elke partitie een unieke ID, de Globally Unique Identifier (GUID), die opgeslagen wordt in de GUID partition table (GPT). Als je dus een schijf hebt van meer dan 2TB ben je verplicht om GPT te gebruiken, maar een kleine beperking is dat 45 Windows enkel bootable is vanop een schijf met GPT voor 64-bit systemen die gebruikmaken van UEFI (opvolger van BIOS) als interface tussen de hardware en het besturingssysteem. Het is wel mogelijk om Linux te starten vanop een schijf met GPT in combinatie met BIOS firmware. 45",17343,,Calibri,12,1648,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.5 Partities,17370,,Montserrat,6,13,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,MBR,17371,,Montserrat,19,3,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"Dit voorbeeld toont een schijf die onderverdeeld is in partities. Aan het begin van de schijf zie je de Master Boot Record met de partitietabel. Daarna volgen de verschillende partities. Een Master Boot Record bevat naast de partitietabel ook een zogenaamde boot loader, die verantwoordelijk is voor het opstarten van het systeem. Deze boot loader gaat op zoek naar een partitie met een besturingssysteem en schakelt dan door naar de code in het boot block van deze partitie. 46",18574,,Calibri,12,471,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.5 Partities,18584,,Montserrat,6,13,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,GPT,18585,,Montserrat,19,3,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"Dit voorbeeld maakt gebruik van een GUID Partition Table (GPT). Deze GPT is onderdeel van de UEFI standaard, wat het verouderde BIOS vervangt. GPT is achterwaarts compatibel met MBR en kan ook worden gebruikt in combinatie met een BIOS. UEFI is dus niet verplicht, behalve als je Windows wil booten vanop een schijf met GPT. GPT plaatst de boot loader op een speciale EFI System Partition. Uiteraard kan er via de achterwaartse compatibiliteit met MBR nog steeds gebruik worden gemaakt van boot blocks. 47",19485,,Calibri,12,497,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.6 Booten,19665,,Montserrat,25,10,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.6 Booten,19669,,Montserrat,6,10,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Booten,19670,,Montserrat,19,6,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,= opstarten van de computer en inladen operating system,19671,,Montserrat,10,55,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Nood aan apart programma opgeslagen in een bootable partitie,19673,,Montserrat,10,60,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,= bootloader,19674,#f5a44d,Montserrat,10,12,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Instellen volgorde bootable partities in de BIOS,19676,#f5a44d,Montserrat,10,48,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Bootloader is meestal OS afhankelijk,19678,,Montserrat,10,36,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"Linux: grub, lilo, rEFInd, …",19680,,Montserrat,7,28,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Mac: BootX,19682,,Montserrat,7,10,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Windows: Windows Boot manager,19684,,Montserrat,7,29,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"Een besturingssysteem op een computersysteem start niet vanzelf op. Het proces om de computer op te starten en een besturingssysteem te laden, wordt booten genoemd. Om een besturingssysteem te laden bij het opstarten van de computer, hebben we een apart programma nodig, namelijk de bootloader. De bootloader bevindt zich in een opstartbare (of bootable) partitie van het secundaire geheugen, zoals een HDD of SSD. Als er meerdere bootable partities aanwezig zijn, kunnen we in de BIOS instellen in welke volgorde de partities worden overlopen. Bij het booten wordt de eerst gevonden bootloader op een bootable partitie uitgevoerd. Een bootloader is meestal afhankelijk van het besturingssysteem en specifiek ontworpen om alleen dat type besturingssysteem te laden. Enkele voorbeelden van bekende bootloaders per besturingssysteem zijn:",19685,,Calibri,12,825,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"• Linux: grub, lilo, rEFInd, … • macOS: BootX • Windows: Windows Boot manager",19697,,Arial,12,75,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,49 49,19700,,Calibri,12,4,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.6 Booten,19706,,Montserrat,6,10,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Bootloader,19707,,Montserrat,19,10,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Werking bootloader:,19709,,Montserrat,10,19,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,1. Uitpakken gecomprimeerde bestanden op bootpartitie 2. Inladen kernel in het geheugen 3. Inladen root file system in het geheugen 4. Controle doorgeven aan kernel om OS verder in te laden en te starten,19710,,Montserrat,8,196,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Elke kernel update OS => updaten files bootpartitie Zet je computer dus nooit uit tijdens OS update!,19719,,Montserrat,10,99,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Corrupte bootpartitie en/of files = onmogelijk om OS te laden,19722,,Montserrat,10,61,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"Maar hoe werkt een bootloader nu precies? In grote lijnen voert de bootloader tijdens het booten vier stappen uit: 1. Het uitpakken van gecomprimeerde bestanden op de bootpartitie. De opstartbare bestanden bevinden zich niet rechtstreeks op de partitie van het besturingssysteem zelf, maar in een aparte afgeschermde partitie: de bootpartitie. De kernel en het root file system worden gecomprimeerd om plaats te besparen omdat de bootpartitie standaard klein is (bijvoorbeeld de Windows bootpartitie is standaard maar 128 MB). 2. Het inladen van de kernel in het geheugen. 3. Het inladen van het root file system in het geheugen. 4. Het doorgeven van de controle aan de kernel om het besturingssysteem verder te laden en te starten. Telkens wanneer het besturingssysteem de kernel bijwerkt naar een nieuwe versie, worden er nieuwe bootbestanden gegenereerd. Zet daarom nooit de computer uit tijdens het uitvoeren van een systeemupdate. Hierdoor kunnen de bootbestanden beschadigd raken, waardoor het besturingssysteem niet meer opstart. 50",19723,,Calibri,12,1023,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.6 Booten,19742,,Montserrat,6,10,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Multi-Boot,19743,,Montserrat,19,10,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Meerdere OS op eenzelfde computer,19745,,Montserrat,10,33,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,OS in juist volgorde installeren want voorgaande bootloader wordt overschreven,19747,,Montserrat,8,77,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,B.v. bij Linux en Windows samen,19750,,Montserrat,8,31,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Eerst Windows installeren,19752,,Montserrat,7,25,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Dan Linux installeren,19754,,Montserrat,7,21,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Linux bootloader laten doorverwijzen Windows Boot Manager,19756,,Montserrat,7,57,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Chain loaden bootloaders,19758,,Montserrat,10,24,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"Heel wat mensen hebben soms nood aan een extra OS op hun computer (bv. voor OS specifieke software) en installeren daarom meer dan één OS op hun computersysteem, dit wordt multi-boot genoemd. Om ervoor te zorgen dat je elk OS afzonderlijk zonder problemen kan starten, heb je dus een bootloader nodig die elk OS kan starten. Aangezien bij de installatie van een ander OS meestal de huidige bootloader zal overschreven worden, is het van groot belang om elk OS in de juiste volgorde te installeren. Wil je graag Linux en Windows samen op een toestel installeren dan is het aan te raden om eerst Windows te installeren en pas nadien Linux. Na installatie van beide kan je de linux bootloader (b.v. rEFInd) laten door verwijzen naar de bootloader van Windows. Dit principe heet chain loaden van bootloaders. Windows heeft nl. geen boot menu en zal dus steeds meteen Windows opstarten i.p.v. de keuze te geven (GRUB kan dit wel). 51",19759,,Calibri,12,915,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,5.6 Booten,19775,,Montserrat,6,10,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,Voorbeeld boot loader (Multi-boot),19776,,Montserrat,19,34,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,rEFInd Boot Loader,19909,#f5a44d,Arial,7,18,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"menuentry ""Arch Linux"" { volume   ""Arch Linux"" loader    /EFI/ARCH/vmlinuz-linux initrd /EFI/ARCH/initramfs-linux.img options  ""root=UUID=6287d387-be27-4e98-b453-6fb0ea3154fa rw add_efi_memmap initrd=\EFI\ARCH\intel-ucode.img"" submenuentry ""Boot using fallback initramfs"" { initrd /EFI/ARCH/initramfs-linux-fallback.img } } menuentry ""Windows 11 (Education)"" { loader \EFI\Microsoft\Boot\bootmgfw.efi }",19910,,Arial,7,389,39842
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H5.pdf,"Voorbeeld van Multi-boot Arch Linux en Windows 11 Met rEFInd als bootloader. Arch Linux kan rechtstreeks worden gestart en als extra optie kun je ook ""fallback"" starten als er een probleem is bij het normale opstarten. Dit is een back-up optie om toch je systeem te kunnen starten. Om Windows 11 te kunnen starten, moeten we zijn bootloader chain loaden. 52",19924,,Calibri,12,352,39842
